tournament,source,team,team_slug,player_id,squad_number,position,first_name,last_name,full_name,shirt_name,birth_date,club,height_cm,head_coach,is_final_26,is_official_fifa,observation_only,betting_recommendation,affects_v4
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_04_hien_isak,4,DF,Isak Malcolm Kwaku,HIEN,HIEN Isak,HIEN,1999-01-13,Atalanta Bergamo (ITA),191,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_05_gudmundsson_gabriel,5,DF,Gabriel Johan,GUDMUNDSSON,GUDMUNDSSON Gabriel,GUDMUNDSSON,1999-04-29,Leeds United FC (ENG),181,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_06_johansson_herman,6,DF,Herman Nils,JOHANSSON,JOHANSSON Herman,H. JOHANSSON,1997-10-16,FC Dallas (USA),190,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_07_bergvall_lucas,7,MF,Lucas Erik Holger,BERGVALL,BERGVALL Lucas,BERGVALL,2006-02-02,Tottenham Hotspur FC (ENG),187,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_08_svensson_daniel,8,DF,Daniel Jonathan,SVENSSON,SVENSSON Daniel,SVENSSON,2002-02-12,Borussia Dortmund (GER),183,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_09_isak_alexander,9,FW,Alexander,ISAK,ISAK Alexander,ISAK,1999-09-21,Liverpool FC (ENG),190,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_10_nygren_benjamin,10,MF,Erik Benjamin,NYGREN,NYGREN Benjamin,NYGREN,2001-07-08,Celtic FC (SCO),187,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_11_elanga_anthony,11,FW,Anthony David Junior,ELANGA,ELANGA Anthony,ELANGA,2002-04-27,Newcastle United FC (ENG),178,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_12_johansson_viktor,12,GK,Tobias Viktor,JOHANSSON,JOHANSSON Viktor,V. JOHANSSON,1998-09-14,Stoke City FC (ENG),187,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_13_sema_ken,13,MF,Ken,SEMA,SEMA Ken,SEMA,1993-09-30,Pafos FC (CYP),180,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_14_ekdal_hjalmar,14,DF,Hjalmar,EKDAL,EKDAL Hjalmar,EKDAL,1998-10-21,Burnley FC (ENG),187,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_15_starfelt_carl,15,DF,Carl Anders Theodor,STARFELT,STARFELT Carl,STARFELT,1995-06-01,RC Celta Vigo (ESP),185,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_16_karlstrom_jesper,16,MF,Jesper Kewe,KARLSTRÖM,KARLSTROM Jesper,KARLSTRÖM,1995-06-21,Udinese (ITA),182,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_17_gyokeres_viktor,17,FW,Viktor Einar,GYÖKERES,GYOKERES Viktor,GYÖKERES,1998-06-04,Arsenal FC (ENG),189,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_18_ayari_yasin,18,MF,Yasin,AYARI,AYARI Yasin,AYARI,2003-10-06,Brighton & Hove Albion FC (ENG),172,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_19_svanberg_mattias,19,MF,Mattias Olof,SVANBERG,SVANBERG Mattias,SVANBERG,1999-01-05,VfL Wolfsburg (GER),186,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_20_smith_eric,20,DF,Eric Anders,SMITH,SMITH Eric,SMITH,1997-01-08,FC St. Pauli (GER),192,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_21_bernhardsson_alexander,21,DF,Alexander Olof,BERNHARDSSON,BERNHARDSSON Alexander,BERNHARDSSON,1998-09-08,Holstein Kiel (GER),184,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_22_zeneli_besfort,22,MF,Besfort,ZENELI,ZENELI Besfort,ZENELI,2002-11-21,Royale Union Saint-Gilloise (BEL),187,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_23_nordfeldt_kristoffer,23,GK,Bo Kristoffer,NORDFELDT,NORDFELDT Kristoffer,NORDFELDT,1989-06-23,AIK Stockholm (SWE),190,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_24_stroud_elliot,24,DF,Elliot Karl,STROUD,STROUD Elliot,STROUD,2002-06-22,Mjällby AIF (SWE),185,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_25_nilsson_gustaf,25,FW,Håkan Gustaf,NILSSON,NILSSON Gustaf,NILSSON,1997-05-23,Club Brugge (BEL),197,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Sweden,sweden,wc2026_sweden_26_ali_taha,26,FW,Taha Abdi,ALI,ALI Taha,ALI,1998-07-01,Malmö FF (SWE),174,POTTER Graham,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_01_kobel_gregor,1,GK,Gregor,KOBEL,KOBEL Gregor,KOBEL,1997-12-06,Borussia Dortmund (GER),196,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_02_muheim_miro,2,DF,Miro Max Maria,MUHEIM,MUHEIM Miro,MUHEIM,1998-03-24,Hamburger SV (GER),182,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_03_widmer_silvan,3,DF,Silvan Dominic,WIDMER,WIDMER Silvan,WIDMER,1993-03-05,1. FSV Mainz 05 (GER),183,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_04_elvedi_nico,4,DF,Nico,ELVEDI,ELVEDI Nico,ELVEDI,1996-09-30,Borussia Mönchengladbach (GER),189,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_05_akanji_manuel,5,DF,Manuel Obafemi,AKANJI,AKANJI Manuel,AKANJI,1995-07-19,FC Internazionale Milano (ITA),188,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_06_zakaria_denis,6,MF,Denis Lemi,ZAKARIA LAKO LADO,ZAKARIA Denis,ZAKARIA,1996-11-20,AS Monaco (FRA),189,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_07_embolo_breel,7,FW,Breel Donald,EMBOLO,EMBOLO Breel,EMBOLO,1997-02-14,Stade Rennais FC (FRA),184,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_08_freuler_remo,8,MF,Remo Marco,FREULER,FREULER Remo,FREULER,1992-04-15,Bologna FC (ITA),181,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_09_manzambi_johan,9,MF,Johan Kula,MANZAMBI,MANZAMBI Johan,MANZAMBI,2005-10-14,SC Freiburg (GER),182,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_10_xhaka_granit,10,MF,Granit,XHAKA,XHAKA Granit,XHAKA,1992-09-27,Sunderland AFC (ENG),183,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_11_ndoye_dan,11,FW,Dan,NDOYE,NDOYE Dan,NODYE,2000-10-25,Nottingham Forest FC (ENG),184,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_12_mvogo_yvon,12,GK,Yvon Landry,MVOGO NGANOMA,MVOGO Yvon,MVOGO,1994-06-06,FC Lorient (FRA),190,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_13_rodriguez_ricardo,13,DF,Ricardo Ivan,RODRIGUEZ ARAYA,RODRIGUEZ Ricardo,RODRIGUEZ,1992-08-25,Real Betis (ESP),182,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_14_jashari_ardon,14,MF,Ardon,JASHARI,JASHARI Ardon,JASHARI,2002-07-30,AC Milan (ITA),181,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_15_sow_djibril,15,MF,Mohameth Djibril Ibrahima,SOW,SOW Djibril,SOW,1997-02-06,Sevilla FC (ESP),183,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_16_fassnacht_christian,16,FW,Christian Andreas,FASSNACHT,FASSNACHT Christian,FASSNACHT,1993-11-11,BSC Young Boys (SUI),185,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_17_vargas_ruben,17,FW,Ruben Estephan,VARGAS MARITNEZ,VARGAS Ruben,VARGAS,1998-08-05,Sevilla FC (ESP),179,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_18_coemert_eray,18,DF,Eray Ervin,CÖMERT,COEMERT Eray,CÖMERT,1998-02-04,Valencia CF (ESP),183,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_19_okafor_noah,19,FW,Noah Arinzechukwu,OKAFOR,OKAFOR Noah,OKAFOR,2000-05-24,Leeds United FC (ENG),185,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_20_aebischer_michel,20,MF,Michel,AEBISCHER,AEBISCHER Michel,AEBISCHER,1997-01-06,Pisa SC (ITA),183,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_21_keller_marvin,21,GK,Marvin,KELLER,KELLER Marvin,KELLER,2002-07-03,BSC Young Boys (SUI),189,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_22_rieder_fabian,22,MF,Fabian,RIEDER,RIEDER Fabian,RIEDER,2002-02-16,FC Augsburg (GER),181,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_23_amdouni_zeki,23,FW,Mohamed Zeki,AMDOUNI,AMDOUNI Zeki,AMDOUNI,2000-12-04,Burnley FC (ENG),183,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_24_amenda_aurele,24,DF,Aurèle Florian,AMENDA,AMENDA Aurele,AMENDA,2003-07-31,Eintracht Frankfurt (GER),194,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_25_jaquez_luca,25,DF,Luca Antony,JAQUEZ,JAQUEZ Luca,JAQUEZ,2003-06-02,VfB Stuttgart (GER),187,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Switzerland,switzerland,wc2026_switzerland_26_itten_cedric,26,FW,Cedric Jan,ITTEN,ITTEN Cedric,ITTEN,1996-12-27,Fortuna Düsseldorf (GER),190,YAKIN Murat,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_01_chamakh_mouhib,1,GK,Abdelmouhib,CHAMAKH,CHAMAKH Mouhib,CHAMAKH,2001-08-25,Club Africain (TUN),189,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_02_abdi_ali,2,DF,Ali,ELABDI,ABDI Ali,ABDI,1993-12-20,OGC Nice (FRA),177,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_03_talbi_montassar,3,DF,Montassar Omar,TALBI,TALBI Montassar,TALBI,1998-05-26,FC Lorient (FRA),190,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_04_rekik_omar,4,DF,Omar,REKIK,REKIK Omar,REKIK,2001-12-20,NK Maribor (SVN),188,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_05_arous_adam,5,DF,Adam,AROUS,AROUS Adam,AROUS,2004-07-17,Kasımpaşa SK (TUR),188,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_06_bronn_dylan,6,DF,Dylan Daniel Mahmoud,BRONN,BRONN Dylan,BRONN,1995-06-19,Servette FC (SUI),186,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_07_achouri_elias,7,FW,Mohamed Elyes,ACHOURI,ACHOURI Elias,ACHOURI,1999-02-10,FC København (DEN),187,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_08_saad_elias,8,FW,Elias,SAAD,SAAD Elias,SAAD,1999-12-27,Hannover 96 (GER),185,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_09_mastouri_hazem,9,FW,Hazem,MASTOURI,MASTOURI Hazem,MASTOURI,1997-06-18,FC Dynamo Makhachkala (RUS),191,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_10_mejbri_hannibal,10,MF,Hannibal,MEJBRI,MEJBRI Hannibal,MEJBRI,2003-01-21,Burnley FC (ENG),177,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_11_gharbi_ismael,11,MF,Ismael Seifallah,GHARBI,GHARBI Ismael,GHARBI,2004-04-10,FC Augsburg (GER),180,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_12_ben_ouanes_mortadha,12,DF,Ahmed Mortadha,BEN OUANES,BEN OUANES Mortadha,BEN OUANES,1994-07-02,Kasımpaşa SK (TUR),188,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_13_khedira_rani,13,MF,Rani,KHEDIRA,KHEDIRA Rani,KHEDIRA,1994-01-27,1. FC Union Berlin (GER),188,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_14_ayari_khalil,14,MF,Khalil,AYARI,AYARI Khalil,AYARI,2005-02-02,Paris Saint-Germain (FRA),174,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_15_hadj_mahmoud_mohamed,15,MF,Mohamed,BELHADJ MAHMOUD,HADJ MAHMOUD Mohamed,BELHADJ MAHMOUD,2000-04-24,FC Lugano (SUI),179,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_16_dahmen_aymen,16,GK,Aymen,DAHMEN,DAHMEN Aymen,DAHMEN,1997-01-28,CS Sfaxien (TUN),188,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_17_skhiri_ellyes,17,MF,Ellyes Joris,SKHIRI,SKHIRI Ellyes,SKHIRI,1995-05-10,Eintracht Frankfurt (GER),185,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_18_elloumi_rayan,18,FW,Rayan,ELLOUMI,ELLOUMI Rayan,ELLOUMI,2007-09-17,Vancouver Whitecaps FC (CAN),180,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_19_chaouat_firas,19,FW,Firas,CHAOUAT,CHAOUAT Firas,CHAOUAT,1996-05-08,Club Africain (TUN),185,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_20_valery_yan,20,DF,Yan,VALERY,VALERY Yan,VALERY,1999-02-22,BSC Young Boys (SUI),181,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_21_ben_hmida_mohamed_amine,21,DF,Mohamed Amine,BEN HMIDA,BEN HMIDA Mohamed Amine,BEN HMIDA,1995-12-15,Espérance De Tunisie (TUN),181,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_22_ben_hessen_sabri,22,GK,Sabri,BEN HSAN,BEN HESSEN Sabri,BEN HSAN,1996-06-13,Étoile Du Sahel (TUN),189,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_23_neffati_moutaz,23,DF,Moutaz,NEFFATI,NEFFATI Moutaz,NEFFATI,2004-09-04,IFK Norrköping FK (SWE),182,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_24_chikhaoui_raed,24,DF,Raed,CHIKHAOUI,CHIKHAOUI Raed,CHIKHAOUI,2004-06-09,US Monastir (TUN),191,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_25_slimane_anis,25,MF,Anis,BEN SLIMANE,SLIMANE Anis,SLIMANE,2001-03-16,Norwich City FC (ENG),188,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Tunisia,tunisia,wc2026_tunisia_26_tounekti_sebastian,26,MF,Sebastian,TOUNEKTI,TOUNEKTI Sebastian,TOUNEKTI,2002-07-13,Celtic FC (SCO),182,LAMOUCHI Sabri,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_01_gunok_mert,1,GK,Fehmi Mert,GÜNOK,GUNOK Mert,MERT,1989-03-01,Fenerbahçe SK (TUR),196,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_02_celik_zeki,2,DF,Mehmet Zeki,ÇELIK,CELIK Zeki,ZEKİ ÇELİK,1997-02-17,AS Roma (ITA),180,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_03_demiral_merih,3,DF,Merih,DEMİRAL,DEMIRAL Merih,DEMİRAL,1998-03-05,Al Ahli FC (KSA),190,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_04_soyuncu_caglar,4,DF,Çağlar,SÖYÜNCÜ,SOYUNCU Caglar,ÇAĞLAR,1996-05-23,Fenerbahçe SK (TUR),185,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_05_ozcan_salih,5,MF,Salih,ÖZCAN,OZCAN Salih,ÖZCAN,1998-01-11,Borussia Dortmund (GER),182,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_06_kokcu_orkun,6,MF,Orkun,KÖKÇÜ,KOKCU Orkun,ORKUN KÖKÇÜ,2000-12-29,Beşiktaş JK (TUR),175,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_07_akturkoglu_kerem,7,FW,Muhammed Kerem,AKTÜRKOĞLU,AKTURKOGLU Kerem,AKTÜRKOĞLU,1998-10-21,Fenerbahçe SK (TUR),172,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_08_guler_arda,8,FW,Arda,GÜLER,GULER Arda,ARDA GÜLER,2005-02-25,Real Madrid C. F. (ESP),175,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_09_gul_deniz,9,FW,Deniz Daniel,GÜL,GUL Deniz,DENİZ GÜL,2004-07-02,FC Porto (POR),192,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_10_calhanoglu_hakan,10,MF,Hakan,ÇALHANOĞLU,CALHANOGLU Hakan,ÇALHANOĞLU,1994-02-08,FC Internazionale Milano (ITA),178,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_11_yildiz_kenan,11,FW,Kenan,YILDIZ,YILDIZ Kenan,YILDIZ,2005-05-04,Juventus FC (ITA),187,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_12_bayindir_altay,12,GK,Altay,BAYINDIR,BAYINDIR Altay,ALTAY,1998-04-14,Manchester United FC (ENG),198,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_13_elmali_eren,13,DF,Evren Eren,ELMALI,ELMALI Eren,EREN ELMALI,2000-07-07,Galatasaray SK (TUR),181,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_14_bardakci_abdulkerim,14,DF,Abdülkerİm,BARDAKCI,BARDAKCI Abdulkerim,ABDÜLKERİM,1994-09-07,Galatasaray SK (TUR),185,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_15_kabak_ozan,15,DF,Ozan Muhammed,KABAK,KABAK Ozan,OZAN KABAK,2000-03-25,TSG Hoffenheim (GER),187,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_16_yuksek_ismail,16,MF,İsmaİl,YÜKSEK,YUKSEK Ismail,İSMAİL,1999-01-26,Fenerbahçe SK (TUR),183,MONTELLA Vincenzo,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Türkiye,turkiye,wc2026_turkiye_17_kahveci_irfan_can,17,FW,İrfan,KAHVECİ,KAHVECI Irfan Can,KAHVECİ,1995-07-15,Kasımpaşa SK (TUR),180,MONTELLA Vincenzo,True,True,True,False,False
